App Annie Intelligence
Report,Usage & Engagement: Reviews
App ID,com.amazon.kindle
App,Amazon Kindle
Version,All Versions
Market,Google Play
Language,English
Total Reviews,1663
Average Rating,3.9
Search Term,
Start Date,2018-07-01
End Date,2018-07-31
Date Generated,2019-06-15 15:34:52 PDT

Platform,Language,Date,App ID,App Name,Publisher ID,Publisher Name,User,Version,Rating,Title,Review
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,"LPVE my kindle, I would be lost without reading"
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,It is amazing and I love sitting back and as soon as I finish a book not having to even move to start a new one
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,It's excellent app
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,1,,No
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.9.0.72,1,,Well I used to love it!!! But new update makes it so confusing to download a new book!!! Seriously do I need to take a class on click here. Oh let's go to another page that doesn't have that book and not let you get a new book
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.8.0.54,1,,I want it deleted
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,best
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.8.0.54,3,,"Diacritical characters for Sanskrit to English transliterated text is not being displayed. Kindle for Windows reads the text fine but Kindle for Android falters. Wherever there is a diacritical character, it replaces the character with a box-shaped letter."
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,4,,It's awesome
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,Nice for reading
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,Wow
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,Jkassss
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,Too good app
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.9.0.72,5,,Super
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,On CE
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,It is good app to study
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,7.11.0.115,1,,Wish it wasn't preinstalled and uninstallable on my samsung galaxy express prime j3...
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,Ok
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,It is best reading app
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,This app is awesome i love this app plz download and give review to this app
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.6.0.62,5,,I'm still learning how to use this app. So far I really am enjoying it.
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,1,,Useless
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.9.0.72,3,,"OK, despite an experience that could be a little more intuitive, not to mention updates that seem to break as many features as they fix. The 'Minutes remaining in current chapter' algorithm seems to have been wrecked with the latest update for example. If it was possible to use Kindle Unlimited with a third party reader I'd switch apps in a shot because of functionality issues like this. Amazon just aren't very good at creating intuitive, consistent and reliable user experiences."
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,4,,Adds upa
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.9.0.72,1,,Can't create highlights and note even though it tells you how to.
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.2.0.78,5,,Love reading on my KINDLE
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.9.0.72,5,,Good
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.9.0.72,5,,Good
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,4,,BAKWAS APP
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,Love it
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,4,,B.N.Bari
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,It is a nice app for improving the vocabulary of children.
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,Very nice book
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,It's heaven for book readers!!!
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.9.0.72,1,,How do I activate audible narration ???
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,4.22.0.165,1,,Now since the up date. I can't get into the app.
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.9.0.72,5,,Gucci Princess
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,1,,Ghatiya
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.9.0.72,1,,"I want the option to remove page flip. Im already irritated by all the marked pages that can not be removed. I dont care how much time I have left, or what random number my ""location"" is. Just give me the d@mn page number at the bottom of the page! Why is this app so convoluted?! I just want to read my ebooks like books!"
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.9.0.72,5,,Useful app
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.9.0.72,1,,Spammy
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,4,,Best app
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.9.0.72,5,,The best
Google Play,English,2018-07-31,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,👍
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,I like it
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.9.0.72,5,,Love it
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.9.0.72,4,,Works great now. Kinda disappointed there is a page turning feature listed but none of my books have it.
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.8.0.54,2,,"This must be the worst update so far, freezes everytime I launch the app."
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,Nice app
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,1,,Stupid
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.9.0.72,3,,App works fine. Amazon marketing needs to mellow out on push notifications ads. I finally killed notifications when they started spamming every two hours.
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.9.0.72,5,,"Up up whatapp,nice nice"
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.9.0.72,1,,APp wont sync. Wont load support page. Wont open store. Nothing.
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,After seeing amazing reviews of this app i definitely try out.. Coz i love reading books 📚
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.9.0.72,4,,"Good, but easy to accidentally spend money. You cannot loose ur page and it has lots of books."
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,2,,Very nice app
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.9.0.72,5,,Nice but their should be more free books
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,3,,Ish me email lagana Zaria tha kay
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.9.0.72,5,,Love it
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.9.0.72,5,,😆😆😆 Hm
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,I like this app.it is a lot collection of books..it's good enough.
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.7.0.56,5,,First class.....for all students......love it
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,beautiful app
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,4.13.0.203,1,,Cant uninstall from my phone and keeps popping up saying it crashed when i never use it
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,1,,Not happy with this at all. Not compatible with my phone or service.
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,Nice app
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,8.9.0.72,3,,A book that I had downloaded has disappeared from my library. I didn't get a chance to finish reading it. I don't remember the name of the author so that I can download it again and then buy the next book in the series.
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,5,,Good
Google Play,English,2018-07-30,com.amazon.kindle,Amazon Kindle,20200000195533,Amazon Mobile LLC,,,4,,Good
